id,title,company,location,work_mode,employment_type,seniority,category,difficulty_score,description,technologies_json,skills,technologies,text_features
146,Backend Software Engineer,TenarisSilcotub,Cluj-Napoca / Remote Romania,HYBRID,FULL_TIME,SENIOR,BACKEND,87,"TenarisSilcotub caută un/o Backend Software Engineer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu Java, Spring Boot, Docker și va folosi în mod constant competențe precum Java, Spring Boot, REST APIs, Docker, CI/CD. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel senior și contribuie direct la proiecte locale sau internaționale.","[""Java"", ""Spring Boot"", ""Docker""]","CI/CD, Docker, Java, Microservices, REST APIs, Spring Boot",Java Spring Boot Docker,"Backend Software Engineer TenarisSilcotub caută un/o Backend Software Engineer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu Java, Spring Boot, Docker și va folosi în mod constant competențe precum Java, Spring Boot, REST APIs, Docker, CI/CD. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel senior și contribuie direct la proiecte locale sau internaționale. CI/CD, Docker, Java, Microservices, REST APIs, Spring Boot Java Spring Boot Docker"
147,Junior Frontend Developer,Endava,Cluj-Napoca Metropolitan Area,HYBRID,FULL_TIME,JUNIOR,FRONTEND,46,"Endava caută un/o Junior Frontend Developer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu React, JavaScript, CSS și va folosi în mod constant competențe precum HTML, CSS, JavaScript, React, Responsive Design. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel junior și contribuie direct la proiecte locale sau internaționale.","[""React"", ""JavaScript"", ""CSS""]","CSS, Git, HTML, JavaScript, React, Responsive Design",React JavaScript CSS,"Junior Frontend Developer Endava caută un/o Junior Frontend Developer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu React, JavaScript, CSS și va folosi în mod constant competențe precum HTML, CSS, JavaScript, React, Responsive Design. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel junior și contribuie direct la proiecte locale sau internaționale. CSS, Git, HTML, JavaScript, React, Responsive Design React JavaScript CSS"
148,React Developer,Fortech,Cluj-Napoca,HYBRID,FULL_TIME,MID,FRONTEND,72,"Fortech caută un/o React Developer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu React, TypeScript și va folosi în mod constant competențe precum React, JavaScript, TypeScript, HTML, CSS. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel mid și contribuie direct la proiecte locale sau internaționale.","[""React"", ""TypeScript""]","CSS, HTML, JavaScript, React, REST APIs, TypeScript",React TypeScript,"React Developer Fortech caută un/o React Developer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu React, TypeScript și va folosi în mod constant competențe precum React, JavaScript, TypeScript, HTML, CSS. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel mid și contribuie direct la proiecte locale sau internaționale. CSS, HTML, JavaScript, React, REST APIs, TypeScript React TypeScript"
149,Frontend Engineer,MHP - A Porsche Company,Cluj-Napoca / Remote Romania,HYBRID,FULL_TIME,MID,FRONTEND,70,"MHP - A Porsche Company caută un/o Frontend Engineer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu React, Redux, TypeScript și va folosi în mod constant competențe precum React, TypeScript, Redux, Responsive Design, UI/UX. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel mid și contribuie direct la proiecte locale sau internaționale.","[""React"", ""Redux"", ""TypeScript""]","Git, React, Redux, Responsive Design, TypeScript, UI/UX",React Redux TypeScript,"Frontend Engineer MHP - A Porsche Company caută un/o Frontend Engineer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu React, Redux, TypeScript și va folosi în mod constant competențe precum React, TypeScript, Redux, Responsive Design, UI/UX. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel mid și contribuie direct la proiecte locale sau internaționale. Git, React, Redux, Responsive Design, TypeScript, UI/UX React Redux TypeScript"
150,Angular Developer,NTT DATA Romania,Cluj-Napoca Metropolitan Area,HYBRID,FULL_TIME,MID,FRONTEND,67,"NTT DATA Romania caută un/o Angular Developer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu Angular, TypeScript și va folosi în mod constant competențe precum Angular, TypeScript, HTML, CSS, REST APIs. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel mid și contribuie direct la proiecte locale sau internaționale.","[""Angular"", ""TypeScript""]","Angular, CSS, Git, HTML, REST APIs, TypeScript",Angular TypeScript,"Angular Developer NTT DATA Romania caută un/o Angular Developer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu Angular, TypeScript și va folosi în mod constant competențe precum Angular, TypeScript, HTML, CSS, REST APIs. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel mid și contribuie direct la proiecte locale sau internaționale. Angular, CSS, Git, HTML, REST APIs, TypeScript Angular TypeScript"
151,UI Developer Intern,Wolters Kluwer,Cluj-Napoca,REMOTE,INTERNSHIP,INTERNSHIP,FRONTEND,33,"Wolters Kluwer caută un/o UI Developer Intern pentru echipele din Cluj-Napoca, cu activitate în regim remote. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu HTML, CSS, JavaScript și va folosi în mod constant competențe precum HTML, CSS, JavaScript, UI/UX, Responsive Design. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel internship și contribuie direct la proiecte locale sau internaționale.","[""HTML"", ""CSS"", ""JavaScript""]","Communication, CSS, HTML, JavaScript, Responsive Design, UI/UX",HTML CSS JavaScript,"UI Developer Intern Wolters Kluwer caută un/o UI Developer Intern pentru echipele din Cluj-Napoca, cu activitate în regim remote. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu HTML, CSS, JavaScript și va folosi în mod constant competențe precum HTML, CSS, JavaScript, UI/UX, Responsive Design. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel internship și contribuie direct la proiecte locale sau internaționale. Communication, CSS, HTML, JavaScript, Responsive Design, UI/UX HTML CSS JavaScript"
152,Web Application Developer,ARRK Research & Development,Cluj-Napoca / Remote Romania,HYBRID,FULL_TIME,JUNIOR,FRONTEND,51,"ARRK Research & Development caută un/o Web Application Developer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu React, Postman și va folosi în mod constant competențe precum JavaScript, React, HTML, CSS, API Testing. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel junior și contribuie direct la proiecte locale sau internaționale.","[""React"", ""Postman""]","API Testing, CSS, Git, HTML, JavaScript, React",React Postman,"Web Application Developer ARRK Research & Development caută un/o Web Application Developer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu React, Postman și va folosi în mod constant competențe precum JavaScript, React, HTML, CSS, API Testing. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel junior și contribuie direct la proiecte locale sau internaționale. API Testing, CSS, Git, HTML, JavaScript, React React Postman"
153,Frontend Developer - Design Systems,Yardi Romania,Cluj-Napoca Metropolitan Area,HYBRID,FULL_TIME,MID,FRONTEND,65,"Yardi Romania caută un/o Frontend Developer - Design Systems pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu React, TypeScript, Figma și va folosi în mod constant competențe precum React, TypeScript, UI/UX, Responsive Design, Documentation. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel mid și contribuie direct la proiecte locale sau internaționale.","[""React"", ""TypeScript"", ""Figma""]","Documentation, Git, React, Responsive Design, TypeScript, UI/UX",React TypeScript Figma,"Frontend Developer - Design Systems Yardi Romania caută un/o Frontend Developer - Design Systems pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu React, TypeScript, Figma și va folosi în mod constant competențe precum React, TypeScript, UI/UX, Responsive Design, Documentation. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel mid și contribuie direct la proiecte locale sau internaționale. Documentation, Git, React, Responsive Design, TypeScript, UI/UX React TypeScript Figma"
154,Junior React Developer,SDL / RWS Group,Cluj-Napoca,HYBRID,FULL_TIME,JUNIOR,FRONTEND,52,"SDL / RWS Group caută un/o Junior React Developer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu React, JavaScript și va folosi în mod constant competențe precum React, JavaScript, HTML, CSS, REST APIs. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel junior și contribuie direct la proiecte locale sau internaționale.","[""React"", ""JavaScript""]","CSS, Git, HTML, JavaScript, React, REST APIs",React JavaScript,"Junior React Developer SDL / RWS Group caută un/o Junior React Developer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu React, JavaScript și va folosi în mod constant competențe precum React, JavaScript, HTML, CSS, REST APIs. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel junior și contribuie direct la proiecte locale sau internaționale. CSS, Git, HTML, JavaScript, React, REST APIs React JavaScript"
155,Mobile Web Developer,Siemens,Cluj-Napoca / Remote Romania,HYBRID,FULL_TIME,MID,FRONTEND,64,"Siemens caută un/o Mobile Web Developer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu React, TypeScript și va folosi în mod constant competențe precum React, TypeScript, Responsive Design, UI/UX, REST APIs. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel mid și contribuie direct la proiecte locale sau internaționale.","[""React"", ""TypeScript""]","Git, React, Responsive Design, REST APIs, TypeScript, UI/UX",React TypeScript,"Mobile Web Developer Siemens caută un/o Mobile Web Developer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu React, TypeScript și va folosi în mod constant competențe precum React, TypeScript, Responsive Design, UI/UX, REST APIs. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel mid și contribuie direct la proiecte locale sau internaționale. Git, React, Responsive Design, REST APIs, TypeScript, UI/UX React TypeScript"
156,Frontend QA-minded Developer,Cognizant Romania,Cluj-Napoca Metropolitan Area,HYBRID,FULL_TIME,JUNIOR,FRONTEND,44,"Cognizant Romania caută un/o Frontend QA-minded Developer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu React, Postman și va folosi în mod constant competențe precum JavaScript, React, API Testing, Test Cases, Bug Reporting. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel junior și contribuie direct la proiecte locale sau internaționale.","[""React"", ""Postman""]","API Testing, Bug Reporting, Git, JavaScript, React, Test Cases",React Postman,"Frontend QA-minded Developer Cognizant Romania caută un/o Frontend QA-minded Developer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu React, Postman și va folosi în mod constant competențe precum JavaScript, React, API Testing, Test Cases, Bug Reporting. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel junior și contribuie direct la proiecte locale sau internaționale. API Testing, Bug Reporting, Git, JavaScript, React, Test Cases React Postman"
157,QA Manual Tester,3Pillar Global,Cluj-Napoca,REMOTE,FULL_TIME,JUNIOR,QA,49,"3Pillar Global caută un/o QA Manual Tester pentru echipele din Cluj-Napoca, cu activitate în regim remote. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu Jira, Postman și va folosi în mod constant competențe precum Manual Testing, Test Cases, Bug Reporting, API Testing, Communication. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel junior și contribuie direct la proiecte locale sau internaționale.","[""Jira"", ""Postman""]","API Testing, Bug Reporting, Communication, Jira, Manual Testing, Test Cases",Jira Postman,"QA Manual Tester 3Pillar Global caută un/o QA Manual Tester pentru echipele din Cluj-Napoca, cu activitate în regim remote. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu Jira, Postman și va folosi în mod constant competențe precum Manual Testing, Test Cases, Bug Reporting, API Testing, Communication. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel junior și contribuie direct la proiecte locale sau internaționale. API Testing, Bug Reporting, Communication, Jira, Manual Testing, Test Cases Jira Postman"
158,QA Automation Engineer,Bosch Romania,Cluj-Napoca / Remote Romania,HYBRID,FULL_TIME,MID,QA,68,"Bosch Romania caută un/o QA Automation Engineer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu Selenium, Java, Postman și va folosi în mod constant competențe precum Automated Testing, Selenium, Java, API Testing, Git. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel mid și contribuie direct la proiecte locale sau internaționale.","[""Selenium"", ""Java"", ""Postman""]","API Testing, Automated Testing, CI/CD, Git, Java, Selenium",Selenium Java Postman,"QA Automation Engineer Bosch Romania caută un/o QA Automation Engineer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu Selenium, Java, Postman și va folosi în mod constant competențe precum Automated Testing, Selenium, Java, API Testing, Git. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel mid și contribuie direct la proiecte locale sau internaționale. API Testing, Automated Testing, CI/CD, Git, Java, Selenium Selenium Java Postman"
159,Performance Tester,Accenture Romania,Cluj-Napoca Metropolitan Area,HYBRID,FULL_TIME,MID,QA,72,"Accenture Romania caută un/o Performance Tester pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu JMeter, Postman și va folosi în mod constant competențe precum Performance Testing, API Testing, Test Cases, Bug Reporting, Problem Solving. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel mid și contribuie direct la proiecte locale sau internaționale.","[""JMeter"", ""Postman""]","API Testing, Bug Reporting, Documentation, Performance Testing, Problem Solving, Test Cases",JMeter Postman,"Performance Tester Accenture Romania caută un/o Performance Tester pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu JMeter, Postman și va folosi în mod constant competențe precum Performance Testing, API Testing, Test Cases, Bug Reporting, Problem Solving. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel mid și contribuie direct la proiecte locale sau internaționale. API Testing, Bug Reporting, Documentation, Performance Testing, Problem Solving, Test Cases JMeter Postman"
160,QA Trainee,iQuest,Cluj-Napoca,HYBRID,INTERNSHIP,INTERNSHIP,QA,35,"iQuest caută un/o QA Trainee pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu Jira și va folosi în mod constant competențe precum Manual Testing, Test Cases, Bug Reporting, Communication, Problem Solving. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel internship și contribuie direct la proiecte locale sau internaționale.","[""Jira""]","Bug Reporting, Communication, Manual Testing, Problem Solving, Test Cases",Jira,"QA Trainee iQuest caută un/o QA Trainee pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu Jira și va folosi în mod constant competențe precum Manual Testing, Test Cases, Bug Reporting, Communication, Problem Solving. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel internship și contribuie direct la proiecte locale sau internaționale. Bug Reporting, Communication, Manual Testing, Problem Solving, Test Cases Jira"
161,Software Test Engineer,Steelcase,Cluj-Napoca / Remote Romania,HYBRID,FULL_TIME,MID,QA,70,"Steelcase caută un/o Software Test Engineer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu Selenium, Postman, Jira și va folosi în mod constant competențe precum Automated Testing, Manual Testing, API Testing, Selenium, Git. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel mid și contribuie direct la proiecte locale sau internaționale.","[""Selenium"", ""Postman"", ""Jira""]","API Testing, Automated Testing, Git, Jira, Manual Testing, Selenium",Selenium Postman Jira,"Software Test Engineer Steelcase caută un/o Software Test Engineer pentru echipele din Cluj-Napoca, cu activitate în regim hybrid. Rolul presupune colaborare cu stakeholderi tehnici și business pentru livrarea de soluții digitale, rapoarte sau funcționalități software relevante. Candidatul va lucra cu Selenium, Postman, Jira și va folosi în mod constant competențe precum Automated Testing, Manual Testing, API Testing, Selenium, Git. Responsabilitățile includ analiză de cerințe, documentare, implementare sau testare, în funcție de specificul rolului. Sunt importante comunicarea clară, atenția la detalii și capacitatea de a transforma informațiile operaționale în rezultate acționabile. Experiența cu instrumente moderne, versionare, lucru Agile și colaborare cross-functională reprezintă un avantaj. Poziția este potrivită pentru nivel mid și contribuie direct la proiecte locale sau internaționale. API Testing, Automated Testing, Git, Jira, Manual Testing, Selenium Selenium Postman Jira"
